timestamp,count
2025-05-05 00:54:02,1
2025-05-05 00:54:02,2
2025-05-05 00:54:02,1
2025-05-05 00:54:02,0
2025-05-05 00:54:03,1
2025-05-05 00:54:03,1
2025-05-05 00:54:03,1
2025-05-05 00:54:03,1
2025-05-05 00:54:03,3
2025-05-05 00:54:03,1
2025-05-05 00:54:03,1
2025-05-05 00:54:03,1
2025-05-05 00:54:03,2
2025-05-05 00:54:04,1
2025-05-05 00:54:04,1
2025-05-05 00:54:04,1
2025-05-05 00:54:04,1
2025-05-05 00:54:04,1
2025-05-05 00:54:04,1
2025-05-05 00:54:04,1
2025-05-05 00:54:04,1
2025-05-05 00:54:04,2
2025-05-05 00:54:04,2
2025-05-05 00:54:05,2
2025-05-05 00:54:05,1
2025-05-05 00:54:05,2
2025-05-05 00:54:05,2
2025-05-05 00:54:05,2
2025-05-05 00:54:05,2
2025-05-05 00:54:05,2
2025-05-05 00:54:05,1
2025-05-05 00:54:06,1
2025-05-05 00:54:06,1
2025-05-05 00:54:06,1
2025-05-05 00:54:06,1
2025-05-05 00:54:06,0
2025-05-05 00:54:06,1
2025-05-05 00:54:06,1
2025-05-05 00:54:06,1
2025-05-05 00:54:06,1
2025-05-05 00:54:07,1
2025-05-05 00:54:07,0
2025-05-05 00:54:07,0
2025-05-05 00:54:07,1
2025-05-05 00:54:07,1
2025-05-05 00:54:07,1
2025-05-05 00:54:07,1
2025-05-05 00:54:07,1
2025-05-05 00:54:07,1
2025-05-05 00:54:08,0
2025-05-05 00:54:08,2
2025-05-05 00:54:08,2
2025-05-05 00:54:08,1
2025-05-05 00:54:08,2
2025-05-05 00:54:08,2
2025-05-05 00:54:08,1
2025-05-05 00:54:08,0
2025-05-05 00:54:08,1
2025-05-05 00:54:08,0
2025-05-05 00:54:09,1
2025-05-05 00:54:09,2
2025-05-05 00:54:09,1
2025-05-05 00:54:09,1
2025-05-05 00:54:09,1
2025-05-05 00:54:09,1
2025-05-05 00:54:09,1
2025-05-05 00:54:09,1
2025-05-05 00:54:09,1
2025-05-05 00:54:10,1
2025-05-05 00:54:10,1
2025-05-05 00:54:10,1
2025-05-05 00:54:10,1
2025-05-05 00:54:10,1
2025-05-05 00:54:10,1
2025-05-05 00:54:10,1
2025-05-05 00:54:10,1
2025-05-05 00:54:10,1
2025-05-05 00:54:11,1
2025-05-05 00:54:11,1
2025-05-05 00:54:11,1
2025-05-05 00:54:11,1
2025-05-05 00:54:11,1
2025-05-05 00:54:11,1
2025-05-05 00:54:11,1
2025-05-05 00:54:11,1
2025-05-05 00:54:11,1
2025-05-05 00:54:12,1
2025-05-05 00:54:12,1
2025-05-05 00:54:12,1
2025-05-05 00:54:12,1
2025-05-05 00:54:12,1
2025-05-05 00:54:12,1
2025-05-05 00:54:12,1
2025-05-05 00:54:12,1
2025-05-05 00:54:12,1
2025-05-05 00:54:13,1
2025-05-05 00:54:13,1
2025-05-05 00:54:13,1
2025-05-05 00:54:13,1
2025-05-05 00:54:13,1
2025-05-05 00:54:13,1
2025-05-05 00:54:13,1
2025-05-05 00:54:13,1
2025-05-05 00:54:14,1
2025-05-05 00:54:14,1
2025-05-05 00:54:14,1
2025-05-05 00:54:14,1
2025-05-05 00:54:14,1
2025-05-05 00:54:14,1
2025-05-05 00:54:14,1
2025-05-05 00:54:14,1
2025-05-05 00:54:15,1
2025-05-05 00:54:15,1
2025-05-05 00:54:15,1
2025-05-05 00:54:15,1
2025-05-05 00:54:15,1
2025-05-05 00:54:15,1
2025-05-05 00:54:15,1
2025-05-05 00:54:15,1
2025-05-05 00:54:16,1
2025-05-05 00:54:16,1
2025-05-05 00:54:16,1
2025-05-05 00:54:16,1
2025-05-05 00:54:16,1
2025-05-05 00:54:16,1
2025-05-05 00:54:16,1
2025-05-05 00:54:16,1
2025-05-05 00:54:16,1
2025-05-05 00:54:17,1
2025-05-05 00:54:17,1
2025-05-05 00:54:17,1
2025-05-05 00:54:17,1
2025-05-05 00:54:17,1
2025-05-05 00:54:17,1
2025-05-05 00:54:17,1
2025-05-05 00:54:17,1
2025-05-05 00:54:18,1
2025-05-05 00:54:18,1
2025-05-05 00:54:18,1
2025-05-05 00:54:18,1
2025-05-05 00:54:18,1
2025-05-05 00:54:18,1
2025-05-05 00:54:18,1
2025-05-05 00:54:18,1
2025-05-05 00:54:18,1
2025-05-05 00:54:19,1
2025-05-05 00:54:19,1
2025-05-05 00:54:19,1
2025-05-05 00:54:19,1
2025-05-05 00:54:19,1
2025-05-05 00:54:19,1
2025-05-05 00:54:19,1
2025-05-05 00:54:19,1
2025-05-05 00:54:20,1
2025-05-05 00:54:20,1
2025-05-05 00:54:20,1
2025-05-05 00:54:20,1
2025-05-05 00:54:20,1
2025-05-05 00:54:20,1
2025-05-05 00:54:20,1
2025-05-05 00:54:20,1
2025-05-05 00:54:20,1
2025-05-05 00:54:21,1
2025-05-05 00:54:21,1
2025-05-05 00:54:21,1
2025-05-05 00:54:21,1
2025-05-05 00:54:21,1
2025-05-05 00:54:21,1
2025-05-05 00:54:21,1
2025-05-05 00:54:21,1
2025-05-05 00:54:22,1
2025-05-05 00:54:22,1
2025-05-05 00:54:22,0
2025-05-05 00:54:22,1
2025-05-05 00:54:22,1
2025-05-05 00:54:22,1
2025-05-05 00:54:22,1
2025-05-05 00:54:22,1
2025-05-05 00:54:23,1
2025-05-05 00:54:23,1
2025-05-05 00:54:23,1
2025-05-05 00:54:23,1
2025-05-05 00:54:23,1
2025-05-05 00:54:23,1
2025-05-05 00:54:23,1
2025-05-05 00:54:23,1
2025-05-05 00:54:23,1
2025-05-05 00:54:24,1
2025-05-05 00:54:24,1
2025-05-05 00:54:24,1
2025-05-05 00:54:24,1
2025-05-05 00:54:24,1
2025-05-05 00:54:24,1
2025-05-05 00:54:24,1
2025-05-05 00:54:24,0
2025-05-05 00:54:25,1
2025-05-05 00:54:25,1
2025-05-05 00:54:25,1
2025-05-05 00:54:25,2
2025-05-05 00:54:25,2
2025-05-05 00:54:25,2
2025-05-05 00:54:25,2
2025-05-05 00:54:25,1
2025-05-05 00:54:25,2
2025-05-05 00:54:26,1
2025-05-05 00:54:26,1
2025-05-05 00:54:26,2
2025-05-05 00:54:26,1
2025-05-05 00:54:26,3
2025-05-05 00:54:26,3
2025-05-05 00:54:26,1
2025-05-05 00:54:26,1
2025-05-05 00:54:26,1
2025-05-05 00:54:27,2
2025-05-05 00:54:27,2
2025-05-05 00:54:27,2
2025-05-05 00:54:27,2
2025-05-05 00:54:27,1
2025-05-05 00:54:27,1
2025-05-05 00:54:27,1
2025-05-05 00:54:27,1
2025-05-05 00:54:27,1
2025-05-05 00:54:28,1
2025-05-05 00:54:28,1
2025-05-05 00:54:28,1
2025-05-05 00:54:28,0
2025-05-05 00:54:28,1
2025-05-05 00:54:28,0
2025-05-05 00:54:28,0
2025-05-05 00:54:28,0
2025-05-05 00:54:28,1
2025-05-05 00:54:29,1
2025-05-05 00:54:29,1
2025-05-05 00:54:29,2
2025-05-05 00:54:29,1
2025-05-05 00:54:29,2
2025-05-05 00:54:29,2
2025-05-05 00:54:29,2
2025-05-05 00:54:29,1
2025-05-05 00:54:29,1
2025-05-05 00:54:30,1
2025-05-05 00:54:30,1
2025-05-05 00:54:30,1
2025-05-05 00:54:30,1
2025-05-05 00:54:30,1
2025-05-05 00:54:30,2
2025-05-05 00:54:30,2
2025-05-05 00:54:30,2
2025-05-05 00:54:30,2
2025-05-05 00:54:30,2
2025-05-05 00:54:31,2
2025-05-05 00:54:31,2
2025-05-05 00:54:31,1
2025-05-05 00:54:31,1
2025-05-05 00:54:31,1
2025-05-05 00:54:31,1
2025-05-05 00:54:31,2
2025-05-05 00:54:31,2
2025-05-05 00:54:31,1
2025-05-05 00:54:31,1
2025-05-05 00:54:32,2
2025-05-05 00:54:32,1
2025-05-05 00:54:32,1
2025-05-05 00:54:32,1
2025-05-05 00:54:32,1
2025-05-05 00:54:32,2
2025-05-05 00:54:32,2
2025-05-05 00:54:32,1
2025-05-05 00:54:32,1
2025-05-05 00:54:33,1
2025-05-05 00:54:33,1
2025-05-05 00:54:33,2
2025-05-05 00:54:33,2
2025-05-05 00:54:33,2
2025-05-05 00:54:33,2
2025-05-05 00:54:33,2
2025-05-05 00:54:33,1
2025-05-05 00:54:33,2
2025-05-05 00:54:34,1
2025-05-05 00:54:34,2
2025-05-05 00:54:34,2
2025-05-05 00:54:34,2
2025-05-05 00:54:34,3
2025-05-05 00:54:34,2
2025-05-05 00:54:34,2
2025-05-05 00:54:34,2
2025-05-05 00:54:34,2
2025-05-05 00:54:35,2
2025-05-05 00:54:35,1
2025-05-05 00:54:35,2
2025-05-05 00:54:35,1
2025-05-05 00:54:35,1
2025-05-05 00:54:35,1
2025-05-05 00:54:35,0
2025-05-05 00:54:35,0
2025-05-05 00:54:35,0
2025-05-05 00:54:35,1
2025-05-05 00:54:36,2
2025-05-05 00:54:36,1
2025-05-05 00:54:36,2
2025-05-05 00:54:36,1
2025-05-05 00:54:36,1
2025-05-05 00:54:36,1
2025-05-05 00:54:36,2
2025-05-05 00:54:36,1
2025-05-05 00:54:36,1
2025-05-05 00:54:36,2
2025-05-05 00:54:37,2
2025-05-05 00:54:37,2
2025-05-05 00:54:37,1
2025-05-05 00:54:37,1
2025-05-05 00:54:37,2
2025-05-05 00:54:37,1
2025-05-05 00:54:37,2
2025-05-05 00:54:37,0
2025-05-05 00:54:37,0
2025-05-05 00:54:38,2
2025-05-05 00:54:38,2
2025-05-05 00:54:38,2
2025-05-05 00:54:38,2
2025-05-05 00:54:38,2
2025-05-05 00:54:38,4
2025-05-05 00:54:38,3
2025-05-05 00:54:38,2
2025-05-05 00:54:38,1
2025-05-05 00:54:39,1
2025-05-05 00:54:39,1
2025-05-05 00:54:39,2
2025-05-05 00:54:39,2
2025-05-05 00:54:39,3
2025-05-05 00:54:39,3
2025-05-05 00:54:39,1
2025-05-05 00:54:39,1
2025-05-05 00:54:39,1
2025-05-05 00:54:39,2
2025-05-05 00:54:40,1
2025-05-05 00:54:40,2
2025-05-05 00:54:40,1
2025-05-05 00:54:40,2
2025-05-05 00:54:40,3
2025-05-05 00:54:40,2
2025-05-05 00:54:40,2
2025-05-05 00:54:40,2
2025-05-05 00:54:40,2
2025-05-05 00:54:41,2
2025-05-05 00:54:41,3
2025-05-05 00:54:41,3
2025-05-05 00:54:41,3
2025-05-05 00:54:41,2
2025-05-05 00:54:41,2
2025-05-05 00:54:41,2
2025-05-05 00:54:41,2
2025-05-05 00:54:41,2
2025-05-05 00:54:42,2
2025-05-05 00:54:42,2
2025-05-05 00:54:42,2
2025-05-05 00:54:42,2
2025-05-05 00:54:42,2
2025-05-05 00:54:42,2
2025-05-05 00:54:42,1
2025-05-05 00:54:42,1
2025-05-05 00:54:42,0
2025-05-05 00:54:42,1
2025-05-05 00:54:43,1
2025-05-05 00:54:43,1
2025-05-05 00:54:43,1
2025-05-05 00:54:43,1
2025-05-05 00:54:43,1
2025-05-05 00:54:43,1
2025-05-05 00:54:43,1
2025-05-05 00:54:43,1
2025-05-05 00:54:43,1
2025-05-05 00:54:44,1
